date,statistic,depth,temp_surface,salinity_surface,DO_perc_surface,DO_surface,pH_surface,temp_bottom,salinity_bottom,DO_perc_bottom,DO_bottom,pH_bottom,nitrate,nitrite,ammonia,phosphate,silica,turbidity
2014-11-03,Mean,79.33,27.13,19.86,103.54,7.4,7.92,27.2,30.48,124.13,8.29,8.04,0.56,0.0014,0.02,1.4,7.2,1.8
2014-11-03,Stdv,11.45,0.29,6.62,8.51,0.42,0.23,0.41,2.61,17.34,1.05,0.08,0.37,0.0014,0.01,0.74,3.3,3.6
2014-11-03,Min,63,26.74,7.76,86,6.55,7.45,26.5,26.09,106.2,7.31,7.92,0,0,0,0.34,3,0
2014-11-03,Max,100,27.57,27.08,117.4,8.03,8.37,27.77,33.58,162,10.56,8.16,1.25,0.003,0.03,2.59,13,11
2014-11-03,N,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
2014-11-06,Mean,60.3,24.3,21.48,83.57,6.15,7.79,25.52,28.1,75.69,5.29,7.8,0.43,0.0042,0.05,0.53,8.2,7.6
2014-11-06,Stdv,8.42,0.67,9.21,10.16,0.77,0.17,0.65,4.69,6.19,0.59,0.06,0.28,0.0031,0.09,0.3,5.2,6.8
2014-11-06,Min,50,23.3,6.55,58.6,4.84,7.34,24.5,20.51,67.3,4.57,7.71,0,0,0,0.27,3,0
2014-11-06,Max,78,25.36,31.05,95.1,7.46,7.91,26.27,33.32,84.4,6.2,7.88,0.84,0.009,0.27,1,18,18
2014-11-06,N,10,10,10,10,10,10,10,10,9,9,10,10,10,10,5,10,10
2014-11-11,Mean,65.7,26.77,31.96,85.39,5.65,7.9,27.05,33.84,94.25,6.11,7.98,1.16,0.0033,0.01,1.98,5.6,9.7
2014-11-11,Stdv,12.73,0.47,2.45,18.46,1.21,0.1,0.32,0.49,17.44,1.15,0.07,0.71,0.0024,0.01,,2.6,6.1
2014-11-11,Min,54,26.1,26.22,56,3.87,7.76,26.54,32.8,61,3.77,7.89,0.26,0,0,1.98,2,3
2014-11-11,Max,98,27.56,34.02,114,7.43,8.05,27.61,34.51,112.3,7.38,8.06,2.51,0.007,0.03,1.98,9,20
2014-11-11,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10
2014-11-12,Mean,61.9,28.47,29.93,81.06,5.34,7.87,29.13,32.98,104.71,6.63,8.03,0.59,0.0017,0.06,0.8,6,4.1
2014-11-12,Stdv,8.18,0.61,2.72,17.84,1.13,0.09,0.74,0.5,38.56,2.34,0.16,0.19,0.0027,0.08,0.42,3.7,3.5
2014-11-12,Min,52,27.83,23.8,57.7,3.81,7.77,28.37,32.05,60.7,3.9,7.78,0.21,0,0,0.36,3,2
2014-11-12,Max,81,29.75,32.58,108.6,7.02,8.07,30.34,33.87,186.7,11.59,8.24,0.8,0.009,0.22,1.72,15,12
2014-11-12,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
2014-11-13,Mean,84.5,26.4,30.05,54.72,3.75,7.76,26.63,33.4,50.23,3.36,7.78,,,,,,
2014-11-13,Stdv,8.15,1.04,1.8,13.95,1.03,0.07,0.86,0.76,21,1.43,0.16,,,,,,
2014-11-13,Min,74,24.97,26.87,24.5,1.62,7.63,25.94,32.47,9.7,0.63,7.54,,,,,,
2014-11-13,Max,99,27.67,31.97,72.2,5.11,7.88,28.06,34.39,75.5,5.06,7.95,,,,,,
2014-11-13,N,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0
2014-11-14,Mean,71.9,25.96,27.83,66.5,4.66,7.73,26.52,31.47,70.91,4.75,7.82,0.19,0.0047,0.02,0.15,3.9,6.1
2014-11-14,Stdv,7.58,0.48,2.13,10.72,0.8,0.09,1.49,1.73,19.59,1.34,0.12,0.29,0.0044,0.02,0.18,1.5,6.6
2014-11-14,Min,64,25.23,23.08,55.5,3.95,7.52,22.43,27.98,48.3,3.13,7.69,0,0,0,0,2,0
2014-11-14,Max,88,26.67,30.83,86.8,6.14,7.83,27.54,33.54,113.8,7.57,8.07,0.69,0.014,0.06,0.59,7,23
2014-11-14,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2014-11-19,Mean,66.56,25,18.28,126.99,9.42,7.92,25.62,23.27,152.56,10.85,8.1,0.14,0.0016,0.01,0.99,9.9,9.3
2014-11-19,Stdv,17.64,0.47,5.35,14.84,0.83,0.2,1.27,3.38,20.81,1.11,0.14,0.29,0.0026,0.03,0.36,3.7,2.2
2014-11-19,Min,52,24.2,9.85,104.9,8.2,7.58,24.07,17.69,124,9.19,7.87,0,0,0,0.55,5,6
2014-11-19,Max,110,25.63,26.33,149.7,10.85,8.17,28.44,28.52,183.4,12.8,8.27,0.88,0.006,0.08,1.41,16,13
2014-11-19,N,9,9,9,9,9,9,9,9,9,9,9,9,9,6,7,9,9
2014-11-20,Mean,64,23.96,19.88,106.65,8.73,7.84,24.22,25.58,110.48,8.74,7.97,,,,,,
2014-11-20,Stdv,9.4,0.48,8.62,38.27,1,0.22,0.37,3.74,37.33,0.78,0.08,,,,,,
2014-11-20,Min,56,23.25,3.07,11.2,6.23,7.32,23.69,21.12,12.6,7.63,7.8,,,,,,
2014-11-20,Max,86,24.67,33.4,144.2,9.89,8.06,25,33.46,147,10.15,8.07,,,,,,
2014-11-20,N,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0
2014-11-24,Mean,62.33,25.27,32.11,103.4,7.03,7.92,25.57,32.76,100.04,6.83,7.93,0.43,0.0637,0.01,0.18,3,3.6
2014-11-24,Stdv,10.68,0.31,0.63,11.06,0.75,0.04,0.55,0.84,12.07,0.91,0.05,0.32,0.1786,0.01,0.13,0.5,2.4
2014-11-24,Min,49,24.9,31.33,87.4,5.87,7.87,24.91,31.64,81.7,5.45,7.87,0,0,0,0,2,0
2014-11-24,Max,84,25.73,32.95,117.2,7.9,7.98,26.45,34.05,118.05,8.15,8,0.86,0.54,0.04,0.39,4,7
2014-11-24,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9
2014-11-28,Mean,88.89,21.53,28.07,102.34,7.65,7.8,21.76,31.33,89.49,6.5,7.82,,,,,,
2014-11-28,Stdv,19.66,1.03,7.1,4.62,0.43,0.16,0.87,2.87,9.97,0.59,0.12,,,,,,
2014-11-28,Min,76,20.77,13.45,93.6,7.07,7.44,20.83,25.29,75,5.53,7.58,,,,,,
2014-11-28,Max,140,23.45,35.32,108.6,8.42,7.97,23.32,35.11,107.3,7.47,7.97,,,,,,
2014-11-28,N,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
2014-12-01,Mean,64.38,21.96,26.51,128.56,9.65,7.9,22.16,28.53,130.94,9.69,7.98,0.5,0.005,0,1.22,7.3,4.9
2014-12-01,Stdv,13.2,0.25,3.27,15.11,0.99,0.15,0.24,1.71,8.53,0.6,0.05,0.33,0.0045,0,0.95,3.5,5.6
2014-12-01,Min,52,21.65,19.95,95.8,7.57,7.57,21.76,26.48,116.3,8.66,7.91,0.047,0,0,0.61,4,0
2014-12-01,Max,95,22.44,29.93,147,11.01,8.07,22.49,31.16,146,10.78,8.08,1.1,0.011,0,2.32,15,15
2014-12-01,N,8,8,8,8,8,8,8,8,8,8,8,8,8,7,3,8,8
2014-12-05,Mean,58.33,22.86,28.09,78.21,5.81,7.78,23.35,33.63,80.13,5.47,7.86,,,,,,
2014-12-05,Stdv,7.91,0.3,5.52,8.8,0.78,0.09,0.15,0.49,23.09,1.16,0.08,,,,,,
2014-12-05,Min,48,22.46,17.14,65.1,4.67,7.6,23.08,32.59,60.1,4.22,7.76,,,,,,
2014-12-05,Max,76,23.29,31.93,91,6.96,7.88,23.52,34.02,136.8,8.06,7.99,,,,,,
2014-12-05,N,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
2014-12-08,Mean,55.8,27.35,31.88,106.2,6.97,7.95,27.67,34,102.91,8.11,8.01,0.13,0.0028,0.05,1.23,5.7,4.2
2014-12-08,Stdv,8.46,0.27,2.33,13.05,0.9,0.07,0.55,0.91,56.03,1.79,0.12,0.18,0.0031,0.06,0.59,3.6,4.7
2014-12-08,Min,46,27.05,27.51,86.4,5.72,7.83,26.69,31.86,12,5.4,7.8,0,0,0,0.81,2,0
2014-12-08,Max,70,27.91,34.77,126.1,8.4,8.03,28.54,34.82,168.9,10.67,8.18,0.5,0.009,0.2,1.65,13,15
2014-12-08,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10
2014-12-09,Mean,57.2,26.71,30.11,93.65,6.15,7.81,27.2,34.41,105.24,6.88,7.91,0.79,0.0062,0.01,0.85,5.8,5.4
2014-12-09,Stdv,10,0.58,7.42,20.65,1.23,0.19,0.25,0.68,25.64,1.67,0.18,0.54,0.0071,0.01,0.33,5.5,8
2014-12-09,Min,46,25.26,13.1,59.2,4.15,7.42,26.79,33.03,62.3,4.1,7.58,0,0,0,0.48,1,0
2014-12-09,Max,75,27.4,34.98,132.9,8.53,8.04,27.7,35,141.5,9.41,8.14,1.36,0.025,0.03,1.24,17,22
2014-12-09,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,9
2014-12-12,Mean,68,23.55,30.02,64.48,4.66,7.74,23.86,33.51,59.08,4.12,7.78,,,,,,
2014-12-12,Stdv,8.51,0.32,2.26,10.83,0.86,0.08,0.32,1.57,13.79,0.95,0.08,,,,,,
2014-12-12,Min,56,23.02,24.58,44.3,3.11,7.62,23.52,29.51,41.4,2.89,7.64,,,,,,
2014-12-12,Max,87,23.99,32.36,76.2,5.61,7.86,24.36,34.87,84.6,5.79,7.92,,,,,,
2014-12-12,N,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0
2014-12-18,Mean,,24.49,34.11,70.23,4.81,7.83,24.78,34.74,67.94,4.62,7.84,,,,,,
2014-12-18,Stdv,,0.25,0.64,6.61,0.44,0.05,0.38,0.18,6.47,0.47,0.04,,,,,,
2014-12-18,Min,,24.13,33.02,60.2,4.14,7.76,24.32,34.43,58.4,3.92,7.78,,,,,,
2014-12-18,Max,,24.97,34.88,79.5,5.41,7.89,25.27,34.94,76.4,5.22,7.89,,,,,,
2014-12-18,N,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0
2015-01-12,Mean,,23.36,31.96,56.01,3.99,7.76,24,32.59,55.36,3.6,7.74,0.71,0.0033,0.11,0.13,4.3,4.4
2015-01-12,Stdv,,1.02,1.59,15.14,1.15,0.09,0.86,0.45,13.01,1.17,0.09,0.3,0.005,0.33,0.12,1.1,3.6
2015-01-12,Min,,22,28.71,29.4,2.04,7.59,22.77,31.89,34.3,1.71,7.62,0.16,0,0,0.03,3,0
2015-01-12,Max,,25.06,34.48,77.1,5.65,7.86,25.22,33.26,71.1,5.09,7.84,1.12,0.015,1,0.41,6,10
2015-01-12,N,0,9,9,9,9,9,8,8,7,8,8,9,9,9,9,9,9
2015-01-13,Mean,,24.36,30.04,80.41,5.68,7.83,24.66,31.28,81.94,5.71,7.87,0,0.474,0.02,0.74,4,1.4
2015-01-13,Stdv,,1,3.2,11.76,0.88,0.08,0.58,1.19,12.21,0.9,0.05,0,0.2359,0.02,0.45,1.8,2.5
2015-01-13,Min,,23.13,22.42,68.6,4.73,7.68,23.44,28.86,63.3,4.38,7.83,0,0.11,0,0.22,2,0
2015-01-13,Max,,26.3,32.36,100,6.99,7.97,25.27,32.35,101.9,7.24,7.97,0.01,0.78,0.04,1.33,8,7
2015-01-13,N,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-01-20,Mean,48.2,25.98,33.63,73.34,4.88,7.81,26.45,34.78,74.79,4.93,7.83,0.13,0.0043,0.91,0.11,4,9.5
2015-01-20,Stdv,13.17,1.31,2.44,12.97,0.73,0.1,0.79,0.14,11.02,0.71,0.07,0.32,0.0025,0.39,0.07,4.1,5.1
2015-01-20,Min,37,23.51,26.8,50.8,3.8,7.55,25.57,34.53,54.1,3.61,7.65,0,0,0,0.02,1,4
2015-01-20,Max,82,27.69,34.86,91,5.84,7.89,27.7,35.01,89.3,5.87,7.89,1.05,0.008,1.45,0.29,15,18
2015-01-20,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-01-22,Mean,,24.47,34.61,57.36,3.92,7.79,24.57,34.93,59.83,4.1,7.82,1.06,0.003,0.02,0.12,3.1,2.5
2015-01-22,Stdv,,0.36,0.37,8.34,0.6,0.06,0.37,0.32,8.91,0.58,0.07,0.19,0.0026,0.02,0.05,0.7,2.1
2015-01-22,Min,,23.98,33.88,41.2,2.7,7.67,24.13,34.09,40.8,2.78,7.7,0.84,0,0,0.06,2,0
2015-01-22,Max,,25.04,34.99,66.5,4.54,7.86,25.04,35.18,70.8,4.85,7.9,1.33,0.007,0.05,0.2,4,5
2015-01-22,N,0,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10
2015-01-26,Mean,61.33,20.89,19.62,80.1,6.34,7.69,21.67,27.65,70.47,5.26,7.7,0.68,0.0104,0.02,0.15,9.2,9.8
2015-01-26,Stdv,9.97,0.58,9.1,5.03,0.36,0.1,0.24,1.14,12.47,0.96,0.11,0.28,0.0153,0.01,0.12,5.9,4.7
2015-01-26,Min,53,20.13,3.46,67.8,5.91,7.57,21.24,26.4,50.8,3.72,7.45,0.2,0.001,0,0.07,3,5
2015-01-26,Max,85,21.56,28.95,84,7,7.82,21.98,29.7,84.8,6.25,7.82,0.98,0.05,0.03,0.43,21,17
2015-01-26,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015-01-28,Mean,42.9,25.43,25.62,89.82,6.34,7.95,26.75,28.98,87.96,6.47,7.92,0.66,0.003,0.03,0.21,7.9,5.8
2015-01-28,Stdv,12.45,2.37,6.97,12.75,0.82,0.09,1.11,3.02,13.7,1.11,0.09,0.39,0.0023,0.02,0.13,2.7,3.8
2015-01-28,Min,33,20.17,16.96,72.8,5.01,7.77,24.32,24.05,60.7,4.64,7.73,0,0,0,0.08,5,0
2015-01-28,Max,71,27.75,37.75,108.3,7.19,8.03,28.01,32.69,103.6,9.02,8.01,1.19,0.006,0.06,0.51,12,13
2015-01-28,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-02-02,Mean,60.8,23.71,32.21,66.59,4.74,7.79,24.04,34.03,61.19,4.24,7.81,0.8,0.0026,0.01,0.46,3.6,1.8
2015-02-02,Stdv,13.13,0.48,4.06,7.49,0.54,0.07,0.33,1.2,9.58,0.67,0.07,0.29,0.0021,0.01,0.48,1.8,1.7
2015-02-02,Min,49,22.9,22.87,58.9,4.08,7.64,23.47,31.68,48.6,3.31,7.66,0.42,0,0,0.04,2,0
2015-02-02,Max,88,24.27,34.92,79.4,5.51,7.86,24.53,35.05,76.7,5.35,7.88,1.4,0.006,0.04,1.2,7,4
2015-02-02,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-02-05,Mean,52.11,24.83,33.13,77.19,4.86,7.84,25.14,34.06,79.5,5.41,7.88,1.4,0.0069,0.01,0.14,3,5
2015-02-05,Stdv,15.16,1.04,1.76,11.95,1.18,0.08,1.06,1.55,10.13,0.76,0.04,0.22,0.0041,0.01,0.07,1.8,4.1
2015-02-05,Min,40,22.54,29.84,56.2,3.2,7.68,22.85,30.05,63.5,4.25,7.82,1.05,0.003,0,0.04,1,0
2015-02-05,Max,85,25.82,34.64,95.5,6.51,7.95,26.7,35.09,95.5,6.5,7.95,1.89,0.016,0.02,0.23,7,12
2015-02-05,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015-02-09,Mean,,23.05,31.91,78.9,5.64,7.85,23.58,32.89,77.41,5.22,7.84,1.32,0.0055,0,0.09,4.6,8.4
2015-02-09,Stdv,,1.08,1.91,8.56,0.65,0.06,1.79,1.39,7.57,0.58,0.06,0.68,0.0031,0.01,0.07,3.5,4.8
2015-02-09,Min,,21.92,28.6,65.1,4.53,7.74,22.38,30.85,63,4.36,7.71,0.33,0,0,0,2,2
2015-02-09,Max,,25.33,34.33,87.7,6.36,7.91,27.87,34.89,84.2,6.03,7.9,2.24,0.009,0.03,0.23,13,15
2015-02-09,N,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2015-02-13,Mean,57.5,22.78,32.65,87.64,6.27,7.8,22.8,32.29,87.6,6.23,7.81,0.98,0.0031,0,0.1,3.3,10.5
2015-02-13,Stdv,9.44,0.4,2.95,8.31,0.61,0.05,0.34,1.81,8.1,0.56,0.04,0.27,0.0025,0,0.11,1.7,10.1
2015-02-13,Min,48,22.22,29.85,72.7,5.11,7.74,22.3,29.9,73.2,5.14,7.76,0.62,0,0,0.02,2,0
2015-02-13,Max,74,23.28,39.57,97.4,6.85,7.89,23.23,34.52,97.4,6.86,7.87,1.471,0.008,0.01,0.39,7,29
2015-02-13,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-02-24,Mean,47.4,25.29,22.96,94.86,6.92,7.85,27.44,29.68,86.17,5.84,7.76,0.86,0.0018,0.01,0.14,9,8
2015-02-24,Stdv,10.08,1.21,9.88,9.64,0.6,0.16,1.3,3.88,18.92,1.36,0.23,0.29,0.002,0.01,0.09,4.6,5.7
2015-02-24,Min,36,23.96,7.53,68.6,5.52,7.48,23.95,22.32,52.9,3.53,7.38,0.33,0,0,0.03,3,3
2015-02-24,Max,72,27.47,39.84,104.7,7.59,8.02,28.64,36.17,105.3,7.35,8.03,1.37,0.005,0.04,0.35,19,23
2015-02-24,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-02-28,Mean,,24.45,32.33,88.46,6.29,7.83,25.32,32.91,77.52,4.69,7.78,1.17,0.0011,0,0.1,4.4,8.9
2015-02-28,Stdv,,0.67,3.15,21.04,2.1,0.06,1.43,1.85,16.73,1.3,0.1,0.18,0.0013,0,0.07,1,11.7
2015-02-28,Min,,23.56,29.62,69.1,3.13,7.71,23.99,29.96,53.5,3.13,7.53,1.03,0,0,0.05,3,3
2015-02-28,Max,,25.48,39.63,142.9,10.11,7.89,29.02,34.78,97.9,6.47,7.9,1.62,0.004,0.01,0.28,6,41
2015-02-28,N,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-03-02,Mean,,23.15,27.43,80.45,6.39,7.76,23.48,30.62,80.85,5.72,7.75,,,,,,
2015-03-02,Stdv,,0.44,6.47,13.84,0.58,0.1,0.47,1.34,11.96,0.91,0.14,,,,,,
2015-03-02,Min,,22.58,10.17,61,4.97,7.52,22.75,27.56,52.3,3.64,7.37,,,,,,
2015-03-02,Max,,23.8,31.85,94.6,6.93,7.86,24.41,31.88,94.7,6.69,7.87,,,,,,
2015-03-02,N,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0
2015-03-03,Mean,52.4,24.28,25.38,95.97,6.48,7.78,26.16,29.95,92.81,6.32,7.75,0.93,0.0026,0.01,0.12,6.6,6.5
2015-03-03,Stdv,9.3,1.6,7.53,6.1,1.02,0.1,3.1,3.22,15.02,1.07,0.14,0.27,0.0032,0.01,0.12,5.4,8.1
2015-03-03,Min,43,20.2,8.36,85.5,4.02,7.58,23.98,21.82,59.7,4.13,7.55,0.36,0,0,0,2,0
2015-03-03,Max,75,25.42,33.22,107,7.93,7.88,34.88,33.4,104,7.73,7.89,1.34,0.01,0.03,0.35,21,24
2015-03-03,N,10,10,10,10,10,10,10,10,7,10,10,10,10,10,9,10,10
2015-03-12,Mean,76.78,22.54,31.98,95.76,6.86,7.95,22.69,33.41,93.29,6.65,8,1.05,0.004,0,0.12,3.8,6.6
2015-03-12,Stdv,7.93,0.8,0.94,5.37,0.39,0.2,0.84,0.62,5.7,0.4,0.03,0.52,0.0029,0,0.08,2,4.3
2015-03-12,Min,68,21.36,30.05,84.4,6,7.41,21.27,32.25,86.4,6.15,7.96,0.08,0,0,0.03,2,1
2015-03-12,Max,93,23.64,33.25,104,7.43,8.04,23.8,34.11,101.8,7.24,8.04,1.66,0.01,0,0.27,7,14
2015-03-12,N,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,9
2015-03-15,Mean,48.44,23.11,27.11,112.47,8.04,7.96,23.14,30.28,119.56,8.38,8.03,0.97,0.0031,0,0.16,4.7,2.8
2015-03-15,Stdv,7.95,1.98,5.47,12.22,0.95,0.14,0.32,3.93,10.41,0.89,0.08,0.59,0.0033,0.01,0.09,4.5,2.4
2015-03-15,Min,40,21.16,17.29,91.8,6.33,7.71,22.68,20.21,104.5,6.84,7.91,0,0,0,0.07,1,0
2015-03-15,Max,62,27.19,33.06,129.7,9.23,8.13,23.62,33.03,133.7,9.46,8.13,1.56,0.01,0.04,0.32,12,8
2015-03-15,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015-03-22,Mean,86.1,26.27,27.47,109.24,7.54,8.12,26.7,33.58,115.23,7.71,8.16,0.73,0.0018,0.02,0.06,4.8,5.5
2015-03-22,Stdv,9.7,1,7.6,9.31,0.38,0.12,1.4,2.43,7.27,0.48,0.05,0.53,0.0019,0.06,0.07,4.7,5.4
2015-03-22,Min,77,24.74,11.08,86.9,6.71,7.86,24.71,28.99,105.8,6.88,8.07,0,0,0,0,0,0
2015-03-22,Max,110,27.62,36.22,118.2,7.96,8.29,28.78,38.34,132.2,8.71,8.25,1.92,0.006,0.2,0.19,13,19
2015-03-22,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-03-30,Mean,,23.5,24.06,92.28,6.71,7.86,24.1,27.03,78.31,5.57,7.84,,,,,,
2015-03-30,Stdv,,0.4,5.14,9.02,0.73,0.07,0.68,3.64,18.27,1.46,0.09,,,,,,
2015-03-30,Min,,22.7,15.09,81.4,5.82,7.719,23.36,21.51,47.6,3.14,7.67,,,,,,
2015-03-30,Max,,24.1,30.03,107.8,7.71,7.95,25.48,30.26,95.1,7.05,7.95,,,,,,
2015-03-30,N,0,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0
2015-04-11,Mean,55.22,25.68,24.67,102.12,7.22,8.02,26.34,27.31,101.31,6.93,8.03,0.79,0.024,0.02,0.14,,7.3
2015-04-11,Stdv,19.34,0.75,4.45,11.14,0.5,0.12,0.59,2.86,14.91,1.04,0.14,0.3,0.0661,0.01,0.09,,5.7
2015-04-11,Min,30,24.75,16.82,91.1,6.81,7.8,25.47,24.1,67.9,4.57,7.7,0.2,0,0,0.02,,2
2015-04-11,Max,91,26.74,31.23,124.9,8.3,8.19,27.5,31.53,117,7.98,8.19,1.15,0.2,0.05,0.29,,17
2015-04-11,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9
2015-04-13,Mean,60.1,25.43,25.22,98.73,7.07,7.98,25.72,25.86,96.79,6.82,8,0.63,0.0043,0.02,0.04,6.1,7.6
2015-04-13,Stdv,20.55,0.57,5.64,7.85,0.41,0.13,0.58,5.06,10.72,0.67,0.1,0.52,0.0038,0.04,0.05,4.1,6.9
2015-04-13,Min,37,24.31,15.88,82.7,6.22,7.66,24.51,17.3,78.8,5.35,7.76,0,0,0,0,2,0
2015-04-13,Max,107,26.26,32.75,109.8,7.69,8.09,26.49,32.75,113.5,7.781,8.1,1.6,0.009,0.09,0.13,15,21
2015-04-13,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-04-20,Mean,,22.85,27.46,92.51,6.77,7.91,23.04,27.85,90.59,6.6,7.92,0.72,0.0022,0,0.04,4.8,10.8
2015-04-20,Stdv,,0.35,3.35,4.95,0.27,0.08,0.18,3.14,7.01,0.48,0.08,0.23,0.0028,0.01,0.04,2.4,7.2
2015-04-20,Min,,22.03,20.85,86.4,6.45,7.77,22.76,20.68,77.3,5.56,7.73,0.32,0,0,0,2,0
2015-04-20,Max,,23.24,32.03,99.9,7.24,8.01,23.26,32.14,101.3,7.24,8.02,1.12,0.008,0.03,0.1,9,23
2015-04-20,N,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-04-21,Mean,46,22.6,27.38,93.01,6.87,7.93,22.55,27.95,87.69,6.7,7.95,0.83,0.0027,0.01,0.07,4.7,12.6
2015-04-21,Stdv,6.24,0.32,4.6,5.92,0.32,0.11,0.17,3.72,13.71,0.34,0.09,0.41,0.003,0.02,0.04,2.1,6.8
2015-04-21,Min,40,22.22,17.66,84.4,6.22,7.67,22.33,21.38,54.1,6.11,7.75,0.3,0,0,0,2,1
2015-04-21,Max,61,23.31,32.88,100.7,7.33,8.03,22.79,33.03,98.7,7.06,8.04,1.54,0.008,0.05,0.16,9,23
2015-04-21,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015-04-29,Mean,57.5,26.09,27.79,110.42,7.95,8.04,25.99,28.68,110.55,7.66,8.03,0.92,0.0035,0.02,0.08,4.4,13.7
2015-04-29,Stdv,9.08,1.03,3.61,8.42,0.92,0.05,0.99,3.39,4.88,0.29,0.07,0.37,0.0038,0.02,0.04,2.5,10.5
2015-04-29,Min,46,23.91,22.3,100.2,7.01,7.96,23.51,21.76,101.6,7.07,7.9,0.31,0,0,0,2,0
2015-04-29,Max,76,27.78,33.32,121.9,10.15,8.12,27.19,33.78,118.3,8.08,8.12,1.62,0.009,0.05,0.13,10,35
2015-04-29,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-05-04,Mean,84.2,26.03,26.28,109.2,7.59,8.02,26.42,33.53,112.38,7.52,8.02,0.85,0.0011,0,0.05,4.2,3.4
2015-05-04,Stdv,7.42,0.57,6.86,8.9,0.69,0.12,0.4,1.93,8.29,0.57,0.04,0.34,0.0016,0.01,0.05,3.2,3.3
2015-05-04,Min,76,24.63,12.92,87.1,6.03,7.73,25.59,29.09,101.5,6.56,7.95,0.29,0,0,0,0,0
2015-05-04,Max,100,26.52,35.03,118.2,8.25,8.11,26.77,35.01,131.3,8.68,8.09,1.49,0.005,0.02,0.16,11,9
2015-05-04,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-05-20,Mean,70.56,25.11,28.28,95.17,6.67,7.92,25.9,32.16,97.42,6.68,7.96,0.79,0.0006,0,0.03,3.4,5.4
2015-05-20,Stdv,8.32,0.52,7.9,11.54,0.69,0.16,1.59,2.18,11.17,0.78,0.09,0.39,0.0017,0.01,0.03,3.6,6.9
2015-05-20,Min,56,24.12,10,69.5,5.45,7.51,24.748,29.17,74.1,5.11,7.72,0,0,0,0,0,0
2015-05-20,Max,85,25.71,34.51,108.4,7.63,8.01,29.96,34.53,109.5,7.54,8.02,1.4,0.005,0.02,0.09,11,21
2015-05-20,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015-05-26,Mean,63.7,27.05,31.66,102.53,6.81,7.81,27.65,33.26,104.97,6.96,7.89,1.14,0.0011,0,0.11,1.7,3.4
2015-05-26,Stdv,6.7,1.21,4.02,11.95,0.68,0.22,0.35,1.31,14.84,0.75,0.07,0.36,0.0017,0.01,0.2,1.6,2.7
2015-05-26,Min,55,23.88,24.79,82.7,5.72,7.25,26.97,30.49,73.1,5.83,7.72,0.83,0,0,0,0,0
2015-05-26,Max,78,28.05,39.55,122.4,7.99,7.98,28.21,35,128.8,8.4,8,1.84,0.005,0.02,0.62,4,7
2015-05-26,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
2015-06-04,Mean,74.33,27.14,28.55,128.1,8.77,7.85,27.25,31.97,140.41,9.22,7.96,0.28,0.0002,0.02,0.05,4.7,4
2015-06-04,Stdv,9.41,1.04,5.68,17.86,0.89,0.15,1.08,0.82,18.44,1.06,0.13,0.46,0.0007,0.02,0.07,5.4,3.9
2015-06-04,Min,59,25.86,18.86,101.3,7.53,7.56,25.86,30.48,114.7,7.75,7.82,0,0,0,0,0,0
