agency,site_no,parameter_cd,ts_id,month,day,begin_yr,end_yr,cont_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p05_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va,p95_va
USGS,16275000,60,41087,11,13,1944,2019,71,1991,51,1946,0.32,3.2,0.67,0.94,1.1,1.3,1.6,2.4,2.5,6.2,14
USGS,16275000,60,41087,11,14,1944,2019,71,1966,164,1946,0.32,5.3,0.67,0.95,1.1,1.3,1.6,2.3,2.5,7.5,18
USGS,16275000,60,41087,11,15,1944,2019,71,1966,17,1946,0.32,2.4,0.65,0.98,1.1,1.3,1.7,2.4,2.6,3.2,9.2
USGS,16275000,60,41087,11,16,1944,2019,71,1967,16,1946,0.31,2.4,0.62,0.98,1.2,1.3,1.6,2.3,2.4,3.9,11
USGS,16275000,60,41087,11,17,1944,2019,71,1991,29,1946,0.31,2.7,0.6,0.98,1.3,1.4,1.6,2.4,2.6,6,8.8
USGS,16275000,60,41087,11,18,1944,2019,71,1991,17,1946,0.31,2.2,0.57,0.96,1.2,1.3,1.6,2.2,2.5,3.5,6.6
USGS,16275000,60,41087,11,19,1944,2019,71,1953,7,1946,0.36,1.9,0.59,0.93,1.2,1.3,1.6,2.3,2.3,3.3,5.1
USGS,16275000,60,41087,11,20,1944,2019,71,1991,14,1946,0.32,2.3,0.61,0.94,1.2,1.3,1.6,2.3,2.5,3.9,6.4
USGS,16275000,60,41087,11,21,1944,2019,71,1975,56,1946,0.32,3,0.61,1,1.2,1.3,1.6,2.2,2.5,4.1,7.4
USGS,16275000,60,41087,11,22,1944,2019,71,1958,28,1946,0.32,2.6,0.59,1,1.2,1.3,1.6,2.2,2.4,3.7,11
USGS,16275000,60,41087,11,23,1944,2019,71,1958,17,1963,0.34,2.2,0.65,1,1.2,1.3,1.6,2.3,2.4,3.5,5.3
USGS,16275000,60,41087,11,24,1944,2019,71,1958,22,1963,0.34,2.2,0.59,1,1.2,1.3,1.5,2.2,2.4,3.4,5.7
USGS,16275000,60,41087,11,25,1944,2019,71,1971,114,1946,0.32,4.2,0.56,1,1.2,1.3,1.6,2.3,2.7,4.8,12
USGS,16275000,60,41087,11,26,1944,2019,71,1971,71,1946,0.32,3.4,0.61,1,1.3,1.3,1.6,2.4,2.7,4.6,12
USGS,16275000,60,41087,11,27,1944,2019,71,1976,15,1946,0.32,2.6,0.59,1,1.3,1.4,1.6,2.3,2.7,5.5,11
USGS,16275000,60,41087,11,28,1944,2019,71,1955,67,1946,0.31,2.9,0.63,1,1.3,1.3,1.6,2.3,2.4,3.2,3.7
USGS,16275000,60,41087,11,29,1944,2019,71,1969,70,1963,0.29,4.4,0.63,1,1.3,1.4,1.7,2.4,2.5,3.7,30
USGS,16275000,60,41087,11,30,1944,2019,71,2004,31.5,1946,0.31,2.6,0.61,0.95,1.3,1.4,1.7,2.2,2.4,3.9,8.7
USGS,16275000,60,41087,12,1,1944,2019,71,1958,42,1963,0.29,2.9,0.58,0.95,1.4,1.4,1.7,2.3,2.6,4,7.6
USGS,16275000,60,41087,12,2,1944,2019,71,1958,11,1963,0.29,2.3,0.67,1,1.4,1.4,1.7,2.3,2.5,3.5,7.3
USGS,16275000,60,41087,12,3,1944,2019,71,1951,31,1963,0.32,2.3,0.67,0.98,1.4,1.4,1.7,2.2,2.5,3.3,4.5
USGS,16275000,60,41087,12,4,1944,2019,71,2004,9.56,1963,0.29,2,0.69,1,1.4,1.4,1.6,2.2,2.3,3.4,4.5
USGS,16275000,60,41087,12,5,1944,2019,71,1944,12,1963,0.29,2.1,0.69,1.1,1.3,1.4,1.7,2.2,2.3,3,6.7
USGS,16275000,60,41087,12,6,1944,2019,71,1989,36.4,1963,0.29,3,0.85,1,1.3,1.4,1.7,2.1,2.2,4.9,10
USGS,16275000,60,41087,12,7,1944,2019,71,2004,37.8,1963,0.29,2.7,0.86,1,1.4,1.4,1.7,2.1,2.2,4.4,5.7
USGS,16275000,60,41087,12,8,1944,2019,71,1968,17,1963,0.29,2.2,0.81,1,1.4,1.4,1.7,2,2.3,3.1,6.7
USGS,16275000,60,41087,12,9,1944,2019,71,1968,51,1963,0.29,2.9,0.85,1.1,1.4,1.4,1.6,2.1,2.2,3,4.6
USGS,16275000,60,41087,12,10,1944,2019,71,1965,28,1963,0.45,2.7,0.85,1.1,1.4,1.4,1.7,2,2.4,3.3,12
USGS,16275000,60,41087,12,11,1944,2019,71,2009,26,1963,0.34,2.4,0.83,1,1.3,1.4,1.7,2,2.5,3.4,7.8
USGS,16275000,60,41087,12,12,1944,2019,71,1988,50,1963,0.34,3.6,0.71,1,1.3,1.4,1.7,2.3,2.8,6.7,20
USGS,16275000,60,41087,12,13,1944,2019,71,2012,12.5,1963,0.45,2.3,0.84,1.1,1.4,1.4,1.6,2.3,2.8,3.5,8.4
USGS,16275000,60,41087,12,14,1944,2019,71,1966,93,1960,0.62,3.4,0.95,1.1,1.4,1.4,1.8,2.2,2.6,3.9,6.2
USGS,16275000,60,41087,12,15,1944,2019,71,1966,31,1960,0.57,2.3,0.95,1.1,1.3,1.4,1.7,2.1,2.4,3.1,4.4
USGS,16275000,60,41087,12,16,1944,2019,71,1955,15,1960,0.57,2.3,0.98,1.1,1.3,1.4,1.8,2,2.1,3.3,7.5
USGS,16275000,60,41087,12,17,1944,2019,71,1966,7.7,1962,0.62,2,0.98,1.1,1.4,1.4,1.8,2.2,2.4,3.4,4.8
USGS,16275000,60,41087,12,18,1944,2019,71,1968,47,1946,0.48,3,0.83,1.1,1.4,1.4,1.8,2.6,2.8,3.6,5.9
USGS,16275000,60,41087,12,19,1944,2019,71,2011,66.7,1946,0.48,4,0.83,1.1,1.4,1.4,1.8,2.7,2.9,4.5,21
USGS,16275000,60,41087,12,20,1944,2019,71,1956,80,1960,0.53,3.1,0.72,1.1,1.4,1.4,1.8,2.1,2.5,3.4,6.3
USGS,16275000,60,41087,12,21,1944,2019,71,1956,53,1946,0.54,2.7,0.67,1.1,1.3,1.4,1.7,2.1,2.5,3.8,4.7
USGS,16275000,60,41087,12,22,1944,2019,71,1991,10,1946,0.54,2.1,0.67,1.1,1.3,1.4,1.8,2.3,2.5,3.4,5.8
USGS,16275000,60,41087,12,23,1944,2019,71,1983,9,1960,0.53,2.1,0.61,1.1,1.3,1.4,1.7,2.4,2.6,3.2,5.5
USGS,16275000,60,41087,12,24,1944,2019,71,2011,27,1963,0.53,2.5,0.68,1.1,1.3,1.4,1.8,2.3,2.6,3.6,6.6
USGS,16275000,60,41087,12,25,1944,2019,71,1969,43,1946,0.54,2.7,0.83,1.1,1.3,1.4,1.8,2.5,2.6,3.5,5.6
USGS,16275000,60,41087,12,26,1944,2019,71,1993,25,1946,0.48,2.8,0.76,1.1,1.3,1.4,1.8,2.2,2.6,4.2,12
USGS,16275000,60,41087,12,27,1944,2019,71,1970,13,1946,0.48,2.2,0.69,1.1,1.3,1.4,1.8,2.2,2.6,3.7,4.5
USGS,16275000,60,41087,12,28,1944,2019,71,2019,48.1,1946,0.43,2.8,0.65,1.1,1.3,1.4,1.7,2.5,2.8,4,5.6
USGS,16275000,60,41087,12,29,1944,2019,71,1983,18,1946,0.43,2.2,0.62,1.1,1.3,1.4,1.8,2.5,2.6,3.4,4.2
USGS,16275000,60,41087,12,30,1944,2019,71,1993,27,1946,0.43,2.8,0.75,1.1,1.3,1.4,1.8,2.4,2.6,4.5,7.5
USGS,16275000,60,41087,12,31,1944,2019,71,1988,127,1946,0.43,4.7,0.89,1.1,1.2,1.4,1.7,2.5,2.8,5.3,12
